"","l","j","y","s","a","ns","nt","sl"
"1",85,93,1999,0,0,0,2,NA
"2",85,105,1999,0,0,0,1,NA
"3",85,117,1999,0,0,0,2,NA
"4",85,117,1999,0,1,0,2,NA
"5",85,121,1999,0,0,0,1,NA
"6",85,124,1999,0,0,0,1,NA
"7",85,128,1999,0,0,0,1,NA
"8",85,129,1999,0,1,0,2,NA
"9",85,137,1999,0,1,0,2,NA
"10",86,89,1999,0,0,0,2,NA
"11",86,90,1999,0,0,0,3,NA
"12",86,91,1999,0,0,0,1,NA
"13",86,95,1999,0,0,0,1,NA
"14",86,96,1999,0,0,0,1,NA
"15",86,110,1999,0,0,0,1,NA
"16",86,111,1999,0,0,0,2,NA
"17",86,111,1999,0,1,0,2,NA
"18",86,113,1999,0,0,0,1,NA
"19",86,117,1999,0,0,0,2,NA
"20",86,118,1999,0,0,0,3,NA
"21",86,118,1999,0,1,0,2,NA
"22",86,122,1999,0,0,0,2,NA
"23",86,124,1999,0,0,0,1,NA
"24",86,124,1999,0,1,0,2,NA
"25",86,127,1999,0,0,0,1,NA
"26",86,127,1999,0,1,0,2,NA
"27",86,128,1999,0,0,0,1,NA
"28",86,159,1999,0,0,0,1,NA
"29",87,88,1999,0,1,0,1,NA
"30",87,91,1999,0,0,0,1,NA
"31",87,97,1999,0,0,0,2,NA
"32",87,102,1999,0,0,0,2,NA
"33",87,107,1999,0,0,0,1,NA
"34",87,110,1999,0,0,0,4,NA
"35",87,111,1999,0,0,0,2,NA
"36",87,113,1999,0,0,0,2,NA
"37",87,113,1999,0,1,0,2,NA
"38",87,115,1999,0,0,0,1,NA
"39",87,117,1999,0,0,0,2,NA
"40",87,118,1999,0,0,0,3,NA
"41",87,118,1999,0,1,0,2,NA
"42",87,119,1999,0,0,0,1,NA
"43",87,120,1999,0,0,0,3,NA
"44",87,121,1999,0,0,0,1,NA
"45",87,122,1999,0,0,0,1,NA
"46",87,124,1999,0,0,0,1,NA
"47",87,124,1999,0,1,0,2,NA
"48",87,127,1999,0,0,0,1,NA
"49",87,150,1999,0,1,0,1,NA
"50",87,152,1999,0,1,0,2,NA
"51",87,153,1999,0,1,0,2,NA
"52",88,89,1999,0,0,0,1,NA
"53",88,90,1999,0,0,0,1,NA
"54",88,91,1999,0,0,0,3,NA
"55",88,92,1999,0,0,0,1,NA
"56",88,93,1999,0,0,0,1,NA
"57",88,95,1999,0,0,0,1,NA
"58",88,106,1999,0,0,0,2,NA
"59",88,111,1999,0,1,0,1,NA
"60",88,112,1999,0,0,0,1,NA
"61",88,112,1999,0,1,0,2,NA
"62",88,113,1999,0,0,0,1,NA
"63",88,114,1999,0,0,0,2,NA
"64",88,114,1999,0,1,0,2,NA
"65",88,116,1999,0,0,0,1,NA
"66",88,117,1999,0,0,0,1,NA
"67",88,118,1999,0,0,0,3,NA
"68",88,122,1999,0,0,0,1,NA
"69",88,123,1999,0,0,0,1,NA
"70",88,125,1999,0,1,0,1,NA
"71",88,126,1999,0,0,0,1,NA
"72",88,127,1999,0,0,0,1,NA
"73",88,128,1999,0,0,0,1,NA
"74",88,133,1999,0,1,0,2,NA
"75",88,139,1999,0,0,0,1,NA
"76",88,142,1999,0,1,0,2,NA
"77",88,146,1999,0,1,0,2,NA
"78",88,148,1999,0,1,0,1,NA
"79",88,160,1999,0,1,0,4,NA
"80",89,90,1999,0,0,0,1,NA
"81",89,92,1999,0,0,0,1,NA
"82",89,93,1999,0,0,0,1,NA
"83",89,100,1999,0,0,0,1,NA
"84",89,106,1999,0,0,0,1,NA
"85",89,109,1999,0,0,0,1,NA
"86",89,110,1999,0,0,0,2,NA
"87",89,110,1999,0,1,0,2,NA
"88",89,111,1999,0,0,0,2,NA
"89",89,111,1999,0,1,0,2,NA
"90",89,112,1999,0,0,0,2,NA
"91",89,114,1999,0,0,0,1,NA
"92",89,115,1999,0,0,0,1,NA
"93",89,116,1999,0,0,0,2,NA
"94",89,117,1999,0,0,0,3,NA
"95",89,118,1999,0,0,0,3,NA
"96",89,119,1999,0,0,0,1,NA
"97",89,121,1999,0,0,0,1,NA
"98",89,121,1999,1,0,1,1,NA
"99",89,123,1999,0,1,0,2,NA
"100",89,124,1999,0,0,0,2,NA
"101",89,126,1999,0,0,0,1,NA
"102",89,126,1999,0,1,0,2,NA
"103",89,127,1999,0,0,0,1,NA
"104",89,128,1999,0,0,0,2,NA
"105",89,134,1999,0,1,0,1,NA
"106",89,149,1999,0,1,0,2,NA
"107",89,150,1999,0,1,0,1,NA
"108",89,158,1999,0,0,0,1,NA
"109",89,159,1999,0,1,0,2,NA
"110",90,89,1999,0,0,0,1,NA
"111",90,90,1999,0,0,0,1,NA
"112",90,91,1999,0,0,0,1,NA
"113",90,95,1999,0,0,0,1,NA
"114",90,99,1999,0,0,0,1,NA
"115",90,106,1999,0,1,0,2,NA
"116",90,107,1999,0,0,0,1,NA
"117",90,110,1999,0,0,0,2,NA
"118",90,111,1999,0,0,0,4,NA
"119",90,111,1999,0,1,0,2,NA
"120",90,112,1999,0,0,0,2,NA
"121",90,113,1999,0,0,0,1,NA
"122",90,113,1999,0,1,0,2,NA
"123",90,115,1999,0,0,0,2,NA
"124",90,116,1999,0,0,0,1,NA
"125",90,117,1999,0,0,0,4,NA
"126",90,118,1999,0,0,0,2,NA
"127",90,119,1999,0,0,0,3,NA
"128",90,119,1999,0,1,0,2,NA
"129",90,120,1999,0,0,0,1,NA
"130",90,121,1999,0,0,0,2,NA
"131",90,122,1999,0,0,0,2,NA
"132",90,122,1999,0,1,0,2,NA
"133",90,123,1999,0,0,0,2,NA
"134",90,124,1999,0,0,0,2,NA
"135",90,127,1999,0,0,0,3,NA
"136",90,128,1999,0,0,0,1,NA
"137",90,141,1999,0,1,0,2,NA
"138",90,143,1999,0,1,0,2,NA
"139",90,145,1999,0,1,0,1,NA
"140",90,152,1999,0,1,0,2,NA
"141",90,156,1999,0,0,0,2,NA
"142",90,158,1999,0,1,0,2,NA
"143",90,159,1999,0,1,0,4,NA
"144",91,89,1999,0,0,0,4,NA
"145",91,90,1999,0,0,0,3,NA
"146",91,91,1999,0,0,0,2,NA
"147",91,92,1999,0,0,0,1,NA
"148",91,93,1999,0,0,0,2,NA
"149",91,96,1999,0,0,0,2,NA
"150",91,98,1999,0,0,0,2,NA
"151",91,99,1999,0,0,0,1,NA
"152",91,105,1999,0,0,0,1,NA
"153",91,109,1999,0,0,0,1,NA
"154",91,110,1999,0,0,0,4,NA
"155",91,111,1999,0,0,0,3,NA
"156",91,112,1999,0,0,0,1,NA
"157",91,112,1999,0,1,0,2,NA
"158",91,113,1999,0,0,0,2,NA
"159",91,117,1999,0,0,0,3,NA
"160",91,117,1999,0,1,0,1,NA
"161",91,118,1999,0,0,0,3,NA
"162",91,118,1999,0,1,0,4,NA
"163",91,119,1999,0,0,0,1,NA
"164",91,119,1999,0,1,0,2,NA
"165",91,121,1999,0,0,0,2,NA
"166",91,121,1999,0,1,0,2,NA
"167",91,122,1999,0,0,0,3,NA
"168",91,123,1999,0,0,0,8,NA
"169",91,124,1999,0,0,0,4,NA
"170",91,126,1999,0,1,0,2,NA
"171",91,127,1999,0,0,0,3,NA
"172",91,128,1999,0,0,0,1,NA
"173",91,131,1999,0,0,0,1,NA
"174",91,133,1999,0,0,0,1,NA
"175",91,133,1999,0,1,0,2,NA
"176",91,140,1999,0,1,0,2,NA
"177",91,147,1999,0,1,0,1,NA
"178",91,149,1999,0,1,0,1,NA
"179",92,89,1999,0,0,0,1,NA
"180",92,89,1999,0,1,0,2,NA
"181",92,90,1999,0,0,0,1,NA
"182",92,93,1999,0,0,0,3,NA
"183",92,95,1999,0,0,0,2,NA
"184",92,96,1999,0,0,0,1,NA
"185",92,97,1999,0,0,0,1,NA
"186",92,98,1999,0,0,0,2,NA
"187",92,103,1999,0,0,0,1,NA
"188",92,106,1999,0,0,0,1,NA
"189",92,109,1999,0,0,0,2,NA
"190",92,110,1999,0,0,0,5,NA
"191",92,111,1999,0,0,0,2,NA
"192",92,112,1999,0,1,0,2,NA
"193",92,113,1999,0,0,0,2,NA
"194",92,114,1999,0,0,0,1,NA
"195",92,115,1999,0,1,0,2,NA
"196",92,116,1999,0,0,0,1,NA
"197",92,116,1999,0,1,0,4,NA
"198",92,117,1999,0,0,0,3,NA
"199",92,118,1999,0,0,0,2,NA
"200",92,119,1999,0,0,0,4,NA
"201",92,120,1999,0,0,0,1,NA
"202",92,121,1999,0,0,0,3,NA
"203",92,122,1999,0,0,0,4,NA
"204",92,122,1999,0,1,0,2,NA
"205",92,123,1999,0,0,0,2,NA
"206",92,123,1999,0,1,0,2,NA
"207",92,124,1999,0,0,0,5,NA
"208",92,125,1999,0,0,0,1,NA
"209",92,126,1999,0,0,0,1,NA
"210",92,127,1999,0,0,0,1,NA
"211",92,128,1999,0,0,0,1,NA
"212",92,136,1999,0,1,0,2,NA
"213",92,146,1999,0,1,0,2,NA
"214",92,147,1999,0,1,0,1,NA
"215",92,152,1999,0,1,0,2,NA
"216",92,159,1999,0,0,0,1,NA
"217",92,159,1999,0,1,0,3,NA
"218",92,160,1999,0,1,0,3,NA
"219",93,89,1999,0,0,0,3,NA
"220",93,90,1999,0,0,0,2,NA
"221",93,91,1999,0,0,0,2,NA
"222",93,91,1999,0,1,0,1,NA
"223",93,93,1999,0,0,0,2,NA
"224",93,96,1999,0,0,0,2,NA
"225",93,97,1999,0,0,0,4,NA
"226",93,99,1999,0,0,0,1,NA
"227",93,100,1999,0,0,0,1,NA
"228",93,102,1999,0,0,0,1,NA
"229",93,104,1999,0,0,0,1,NA
"230",93,106,1999,0,0,0,1,NA
"231",93,107,1999,0,0,0,1,NA
"232",93,109,1999,0,0,0,2,NA
"233",93,110,1999,0,0,0,11,NA
"234",93,111,1999,0,0,0,6,NA
"235",93,112,1999,0,0,0,2,NA
"236",93,113,1999,0,0,0,1,NA
"237",93,114,1999,0,0,0,3,NA
"238",93,115,1999,0,0,0,1,NA
"239",93,116,1999,0,0,0,2,NA
"240",93,117,1999,0,0,0,9,NA
"241",93,117,1999,0,1,0,3,NA
"242",93,118,1999,0,0,0,10,NA
"243",93,118,1999,0,1,0,2,NA
"244",93,119,1999,0,0,0,7,NA
"245",93,119,1999,0,1,0,3,NA
"246",93,120,1999,0,0,0,7,NA
"247",93,121,1999,0,0,0,1,NA
"248",93,122,1999,0,0,0,2,NA
"249",93,123,1999,0,0,0,1,NA
"250",93,123,1999,0,1,0,4,NA
"251",93,124,1999,0,0,0,6,NA
"252",93,126,1999,0,0,0,1,NA
"253",93,127,1999,0,0,0,2,NA
"254",93,128,1999,0,0,0,2,NA
"255",93,130,1999,0,1,0,2,NA
"256",93,133,1999,0,0,0,2,NA
"257",93,133,1999,0,1,0,2,NA
"258",93,137,1999,0,1,0,2,NA
"259",93,139,1999,0,0,0,1,NA
"260",93,145,1999,0,1,0,1,NA
"261",93,148,1999,0,1,0,1,NA
"262",93,152,1999,0,1,0,2,NA
"263",93,158,1999,0,0,0,1,NA
"264",93,159,1999,0,1,0,2,NA
"265",94,89,1999,0,0,0,5,NA
"266",94,89,1999,0,1,0,2,NA
"267",94,91,1999,0,0,0,1,NA
"268",94,92,1999,0,0,0,1,NA
"269",94,93,1999,0,0,0,3,NA
"270",94,95,1999,0,0,0,1,NA
"271",94,96,1999,0,0,0,2,NA
"272",94,97,1999,0,0,0,2,NA
"273",94,98,1999,0,0,0,1,NA
"274",94,100,1999,0,0,0,2,NA
"275",94,103,1999,0,1,0,1,NA
"276",94,105,1999,0,0,0,1,NA
"277",94,107,1999,0,1,0,1,NA
"278",94,109,1999,0,0,0,1,NA
"279",94,110,1999,0,0,0,6,NA
"280",94,111,1999,0,0,0,3,NA
"281",94,111,1999,0,1,0,2,NA
"282",94,112,1999,0,0,0,9,NA
"283",94,112,1999,0,1,0,2,NA
"284",94,113,1999,0,0,0,4,NA
"285",94,114,1999,0,0,0,2,NA
"286",94,115,1999,0,0,0,7,NA
"287",94,116,1999,0,0,0,6,NA
"288",94,117,1999,0,0,0,16,NA
"289",94,117,1999,0,1,0,2,NA
"290",94,118,1999,0,0,0,11,NA
"291",94,118,1999,0,1,0,2,NA
"292",94,119,1999,0,0,0,9,NA
"293",94,120,1999,0,0,0,5,NA
"294",94,120,1999,0,1,0,4,NA
"295",94,121,1999,0,0,0,5,NA
"296",94,121,1999,1,1,2,2,NA
"297",94,122,1999,0,0,0,3,NA
"298",94,122,1999,0,1,0,1,NA
"299",94,123,1999,0,0,0,7,NA
"300",94,124,1999,0,0,0,12,NA
"301",94,125,1999,0,0,0,2,NA
"302",94,126,1999,0,0,0,2,NA
"303",94,127,1999,0,0,0,4,NA
"304",94,128,1999,0,0,0,3,NA
"305",94,129,1999,0,1,0,2,NA
"306",94,130,1999,0,0,0,1,NA
"307",94,131,1999,0,0,0,1,NA
"308",94,133,1999,0,1,0,2,NA
"309",94,137,1999,0,1,0,1,NA
"310",94,139,1999,0,1,0,2,NA
"311",94,143,1999,0,1,0,2,NA
"312",94,144,1999,0,0,0,1,NA
"313",94,146,1999,0,1,0,2,NA
"314",94,147,1999,0,1,0,2,NA
"315",94,152,1999,0,1,0,2,NA
"316",94,156,1999,0,0,0,1,NA
"317",94,158,1999,0,0,0,1,NA
"318",94,159,1999,0,0,0,2,NA
"319",94,159,1999,0,1,0,2,NA
"320",94,160,1999,0,1,0,2,NA
"321",95,89,1999,0,0,0,3,NA
"322",95,90,1999,0,0,0,5,NA
"323",95,91,1999,0,0,0,4,NA
"324",95,92,1999,0,0,0,2,NA
"325",95,93,1999,0,0,0,4,NA
"326",95,95,1999,0,0,0,2,NA
"327",95,97,1999,0,0,0,3,NA
"328",95,98,1999,0,0,0,1,NA
"329",95,99,1999,0,0,0,4,NA
"330",95,100,1999,0,0,0,1,NA
"331",95,102,1999,0,0,0,1,NA
"332",95,104,1999,0,0,0,2,NA
"333",95,105,1999,0,0,0,2,NA
"334",95,106,1999,0,1,0,2,NA
"335",95,107,1999,0,0,0,1,NA
"336",95,109,1999,0,0,0,2,NA
"337",95,109,1999,0,1,0,4,NA
"338",95,109,1999,1,0,1,1,NA
"339",95,110,1999,0,0,0,13,NA
"340",95,111,1999,0,0,0,10,NA
"341",95,112,1999,0,0,0,6,NA
"342",95,112,1999,0,1,0,6,NA
"343",95,113,1999,0,0,0,4,NA
"344",95,113,1999,1,1,2,2,NA
"345",95,114,1999,0,0,0,2,NA
"346",95,115,1999,0,0,0,3,NA
"347",95,115,1999,0,1,0,2,NA
"348",95,115,1999,1,0,1,1,NA
"349",95,116,1999,0,0,0,4,NA
"350",95,116,1999,0,1,0,2,NA
"351",95,117,1999,0,0,0,9,NA
"352",95,118,1999,0,0,0,16,NA
"353",95,118,1999,1,0,1,1,NA
"354",95,119,1999,0,0,0,8,NA
"355",95,119,1999,0,1,0,6,NA
"356",95,120,1999,0,0,0,5,NA
"357",95,120,1999,0,1,0,4,NA
"358",95,121,1999,0,0,0,7,NA
"359",95,121,1999,1,0,1,1,NA
"360",95,122,1999,0,0,0,7,NA
"361",95,123,1999,0,0,0,4,NA
"362",95,124,1999,0,0,0,8,NA
"363",95,124,1999,0,1,0,3,NA
"364",95,126,1999,0,0,0,1,NA
"365",95,126,1999,0,1,0,2,NA
"366",95,127,1999,0,0,0,5,NA
"367",95,128,1999,0,0,0,1,NA
"368",95,129,1999,0,1,0,4,NA
"369",95,130,1999,0,0,0,1,NA
"370",95,131,1999,0,0,0,3,NA
"371",95,133,1999,0,0,0,1,NA
"372",95,136,1999,0,1,0,2,NA
"373",95,139,1999,0,0,0,1,NA
"374",95,139,1999,0,1,0,2,NA
"375",95,140,1999,0,0,0,1,NA
"376",95,144,1999,0,0,0,1,NA
"377",95,157,1999,0,1,0,2,NA
"378",95,158,1999,0,0,0,1,NA
"379",95,158,1999,0,1,0,1,NA
"380",95,159,1999,0,1,0,2,NA
"381",96,89,1999,0,0,0,1,NA
"382",96,90,1999,0,0,0,3,NA
"383",96,91,1999,0,0,0,2,NA
"384",96,92,1999,0,0,0,2,NA
"385",96,93,1999,0,0,0,2,NA
"386",96,95,1999,0,0,0,1,NA
"387",96,97,1999,0,0,0,3,NA
"388",96,98,1999,0,0,0,4,NA
"389",96,99,1999,0,0,0,1,NA
"390",96,100,1999,0,0,0,3,NA
"391",96,102,1999,0,0,0,2,NA
"392",96,103,1999,0,0,0,2,NA
"393",96,104,1999,0,0,0,1,NA
"394",96,104,1999,0,1,0,1,NA
"395",96,106,1999,0,0,0,1,NA
"396",96,107,1999,0,0,0,3,NA
"397",96,108,1999,0,1,0,2,NA
"398",96,109,1999,0,1,0,2,NA
"399",96,110,1999,0,0,0,7,NA
"400",96,111,1999,0,0,0,9,NA
"401",96,111,1999,0,1,0,2,NA
"402",96,112,1999,0,0,0,7,NA
"403",96,113,1999,0,0,0,8,NA
"404",96,113,1999,0,1,0,1,NA
"405",96,114,1999,0,0,0,5,NA
"406",96,114,1999,0,1,0,2,NA
"407",96,115,1999,0,0,0,3,NA
"408",96,115,1999,0,1,0,4,NA
"409",96,116,1999,0,0,0,5,NA
"410",96,117,1999,0,0,0,15,NA
"411",96,118,1999,0,0,0,16,NA
"412",96,118,1999,0,1,0,3,NA
"413",96,119,1999,0,0,0,6,NA
"414",96,120,1999,0,0,0,2,NA
"415",96,121,1999,0,0,0,6,NA
"416",96,121,1999,0,1,0,4,NA
"417",96,122,1999,0,0,0,8,NA
"418",96,122,1999,0,1,0,2,NA
"419",96,123,1999,0,0,0,3,NA
"420",96,123,1999,0,1,0,1,NA
"421",96,124,1999,0,0,0,9,NA
"422",96,124,1999,1,0,1,1,NA
"423",96,126,1999,0,0,0,1,NA
"424",96,127,1999,0,0,0,4,NA
"425",96,128,1999,0,0,0,5,NA
"426",96,130,1999,0,0,0,1,NA
"427",96,131,1999,0,0,0,1,NA
"428",96,132,1999,0,0,0,1,NA
"429",96,137,1999,0,0,0,1,NA
"430",96,139,1999,0,0,0,1,NA
"431",96,144,1999,0,1,0,2,NA
"432",96,145,1999,0,0,0,1,NA
"433",96,145,1999,0,1,0,4,NA
"434",96,146,1999,0,1,0,2,NA
"435",96,150,1999,0,1,0,1,NA
"436",96,153,1999,0,1,0,1,NA
"437",96,155,1999,0,0,0,1,NA
"438",96,158,1999,0,0,0,2,NA
"439",96,159,1999,0,0,0,3,NA
"440",97,89,1999,0,0,0,2,NA
"441",97,90,1999,0,0,0,2,NA
"442",97,91,1999,0,0,0,3,NA
"443",97,92,1999,0,0,0,2,NA
"444",97,93,1999,0,0,0,2,NA
"445",97,96,1999,0,0,0,1,NA
"446",97,97,1999,0,0,0,4,NA
"447",97,98,1999,0,0,0,1,NA
"448",97,99,1999,0,0,0,1,NA
"449",97,99,1999,0,1,0,1,NA
"450",97,100,1999,0,0,0,3,NA
"451",97,102,1999,0,0,0,3,NA
"452",97,103,1999,0,0,0,1,NA
"453",97,104,1999,0,0,0,2,NA
"454",97,105,1999,0,0,0,1,NA
"455",97,106,1999,0,0,0,4,NA
"456",97,107,1999,0,0,0,1,NA
"457",97,109,1999,0,0,0,6,NA
"458",97,110,1999,0,0,0,14,NA
"459",97,110,1999,1,0,1,1,NA
"460",97,111,1999,0,0,0,9,NA
"461",97,112,1999,0,0,0,9,NA
"462",97,112,1999,0,1,0,2,NA
"463",97,113,1999,0,0,0,4,NA
"464",97,113,1999,0,1,0,10,NA
"465",97,114,1999,0,0,0,1,NA
"466",97,115,1999,0,0,0,6,NA
"467",97,116,1999,0,0,0,5,NA
"468",97,116,1999,0,1,0,2,NA
"469",97,117,1999,0,0,0,18,NA
"470",97,117,1999,0,1,0,3,NA
"471",97,118,1999,0,0,0,18,NA
"472",97,119,1999,0,0,0,4,NA
"473",97,119,1999,0,1,0,2,NA
"474",97,120,1999,0,0,0,2,NA
"475",97,120,1999,1,0,1,1,NA
"476",97,121,1999,0,0,0,7,NA
"477",97,122,1999,0,0,0,9,NA
"478",97,122,1999,0,1,0,2,NA
"479",97,123,1999,0,0,0,5,NA
"480",97,124,1999,0,0,0,9,NA
"481",97,124,1999,0,1,0,2,NA
"482",97,125,1999,0,0,0,2,NA
"483",97,126,1999,0,0,0,2,NA
"484",97,127,1999,0,0,0,5,NA
"485",97,128,1999,0,0,0,2,NA
"486",97,130,1999,0,0,0,1,NA
"487",97,131,1999,0,0,0,1,NA
"488",97,133,1999,0,0,0,1,NA
"489",97,137,1999,0,0,0,2,NA
"490",97,142,1999,0,1,0,2,NA
"491",97,144,1999,0,0,0,2,NA
"492",97,144,1999,0,1,0,1,NA
"493",97,149,1999,0,1,0,2,NA
"494",97,155,1999,0,0,0,1,NA
"495",97,157,1999,0,1,0,2,NA
"496",97,158,1999,0,0,0,1,NA
"497",97,159,1999,0,1,0,2,NA
"498",97,160,1999,0,1,0,4,NA
"499",98,89,1999,0,0,0,5,NA
"500",98,90,1999,0,0,0,4,NA
"501",98,92,1999,0,0,0,1,NA
"502",98,93,1999,0,0,0,5,NA
"503",98,95,1999,0,0,0,1,NA
"504",98,96,1999,0,1,0,2,NA
"505",98,97,1999,0,0,0,2,NA
"506",98,98,1999,0,0,0,4,NA
"507",98,99,1999,0,0,0,2,NA
"508",98,100,1999,0,0,0,1,NA
"509",98,102,1999,0,0,0,1,NA
"510",98,103,1999,0,0,0,2,NA
"511",98,104,1999,0,0,0,1,NA
"512",98,105,1999,0,0,0,1,NA
"513",98,106,1999,0,0,0,2,NA
"514",98,106,1999,0,1,0,2,NA
"515",98,107,1999,0,0,0,4,NA
"516",98,107,1999,0,1,0,2,NA
"517",98,109,1999,0,0,0,2,NA
"518",98,109,1999,0,1,0,2,NA
"519",98,110,1999,0,0,0,8,NA
"520",98,110,1999,0,1,0,2,NA
"521",98,111,1999,0,0,0,15,NA
"522",98,111,1999,0,1,0,2,NA
"523",98,112,1999,0,0,0,11,NA
"524",98,112,1999,0,1,0,6,NA
"525",98,113,1999,0,0,0,5,NA
"526",98,113,1999,0,1,0,4,NA
"527",98,114,1999,0,0,0,2,NA
"528",98,114,1999,0,1,0,9,NA
"529",98,115,1999,0,0,0,3,NA
"530",98,115,1999,0,1,0,4,NA
"531",98,116,1999,0,0,0,6,NA
"532",98,116,1999,0,1,0,4,NA
"533",98,117,1999,0,0,0,13,NA
"534",98,117,1999,0,1,0,5,NA
"535",98,118,1999,0,0,0,20,NA
"536",98,118,1999,0,1,0,6,NA
"537",98,119,1999,0,0,0,8,NA
"538",98,119,1999,0,1,0,2,NA
"539",98,120,1999,0,0,0,4,NA
"540",98,121,1999,0,0,0,4,NA
"541",98,121,1999,0,1,0,2,NA
"542",98,122,1999,0,0,0,3,NA
"543",98,122,1999,0,1,0,2,NA
"544",98,123,1999,0,0,0,6,NA
"545",98,124,1999,0,0,0,10,NA
"546",98,125,1999,0,0,0,3,NA
"547",98,126,1999,0,0,0,5,NA
"548",98,126,1999,0,1,0,2,NA
"549",98,127,1999,0,0,0,3,NA
"550",98,128,1999,0,0,0,5,NA
"551",98,130,1999,0,0,0,1,NA
"552",98,131,1999,0,0,0,1,NA
"553",98,132,1999,0,1,0,2,NA
"554",98,133,1999,0,0,0,1,NA
"555",98,133,1999,0,1,0,2,NA
"556",98,139,1999,0,0,0,1,NA
"557",98,139,1999,0,1,0,2,NA
"558",98,142,1999,0,1,0,2,NA
"559",98,145,1999,0,1,0,2,NA
"560",98,146,1999,0,1,0,3,NA
"561",98,147,1999,0,1,0,2,NA
"562",98,151,1999,0,1,0,2,NA
"563",98,154,1999,0,1,0,2,NA
"564",98,156,1999,0,0,0,1,NA
"565",98,158,1999,0,0,0,2,NA
"566",98,158,1999,0,1,0,1,NA
"567",98,159,1999,0,0,0,2,NA
"568",98,159,1999,0,1,0,2,NA
"569",98,160,1999,0,0,0,1,NA
"570",99,89,1999,0,0,0,1,NA
"571",99,89,1999,0,1,0,2,NA
"572",99,90,1999,0,0,0,4,NA
"573",99,91,1999,0,0,0,9,NA
"574",99,91,1999,0,1,0,2,NA
"575",99,93,1999,0,0,0,2,NA
"576",99,93,1999,1,0,1,1,NA
"577",99,95,1999,0,0,0,1,NA
"578",99,97,1999,1,0,1,1,NA
"579",99,100,1999,0,0,0,2,NA
"580",99,103,1999,0,1,0,1,NA
"581",99,104,1999,0,0,0,1,NA
"582",99,104,1999,0,1,0,2,NA
"583",99,105,1999,0,0,0,2,NA
"584",99,106,1999,0,0,0,2,NA
"585",99,107,1999,0,0,0,3,NA
"586",99,109,1999,0,0,0,1,NA
"587",99,110,1999,0,0,0,14,NA
"588",99,110,1999,0,1,0,2,NA
"589",99,111,1999,0,0,0,9,NA
"590",99,111,1999,0,1,0,5,NA
"591",99,111,1999,1,0,1,1,NA
"592",99,112,1999,0,0,0,9,NA
"593",99,113,1999,0,0,0,8,NA
"594",99,113,1999,0,1,0,2,NA
"595",99,113,1999,1,0,2,2,NA
"596",99,114,1999,0,0,0,4,NA
"597",99,115,1999,0,0,0,7,NA
"598",99,116,1999,0,0,0,8,NA
"599",99,116,1999,0,1,0,6,NA
"600",99,117,1999,0,0,0,20,NA
"601",99,117,1999,0,1,0,4,NA
"602",99,117,1999,1,0,1,1,NA
"603",99,118,1999,0,0,0,15,NA
"604",99,118,1999,0,1,0,3,NA
"605",99,119,1999,0,0,0,6,NA
"606",99,119,1999,0,1,0,2,NA
"607",99,119,1999,1,1,2,2,NA
"608",99,120,1999,0,0,0,7,NA
"609",99,121,1999,0,0,0,4,NA
"610",99,122,1999,0,0,0,11,NA
"611",99,122,1999,0,1,0,4,NA
"612",99,123,1999,0,0,0,7,NA
"613",99,124,1999,0,0,0,13,NA
"614",99,124,1999,0,1,0,4,NA
"615",99,124,1999,1,0,1,1,NA
"616",99,125,1999,0,0,0,3,NA
"617",99,125,1999,0,1,0,2,NA
"618",99,126,1999,0,0,0,2,NA
"619",99,127,1999,0,0,0,3,NA
"620",99,128,1999,0,0,0,5,NA
"621",99,128,1999,0,1,0,2,NA
"622",99,129,1999,0,1,0,2,NA
"623",99,130,1999,0,0,0,1,NA
"624",99,130,1999,0,1,0,2,NA
"625",99,131,1999,0,0,0,2,NA
"626",99,132,1999,0,0,0,1,NA
"627",99,133,1999,0,0,0,1,NA
"628",99,139,1999,0,0,0,1,NA
"629",99,142,1999,0,1,0,2,NA
"630",99,143,1999,0,1,0,2,NA
"631",99,144,1999,0,1,0,2,NA
"632",99,146,1999,0,1,0,1,NA
"633",99,148,1999,0,1,0,1,NA
"634",99,149,1999,0,1,0,1,NA
"635",99,150,1999,0,1,0,1,NA
"636",99,156,1999,0,0,0,1,NA
"637",99,156,1999,0,1,0,2,NA
"638",99,158,1999,0,0,0,1,NA
"639",99,159,1999,0,0,0,2,NA
"640",100,89,1999,0,0,0,3,NA
"641",100,90,1999,0,0,0,1,NA
"642",100,91,1999,0,0,0,3,NA
"643",100,92,1999,0,0,0,4,NA
"644",100,93,1999,0,0,0,2,NA
"645",100,95,1999,0,0,0,2,NA
"646",100,96,1999,0,0,0,1,NA
"647",100,96,1999,0,1,0,2,NA
"648",100,97,1999,0,0,0,3,NA
"649",100,98,1999,0,0,0,5,NA
"650",100,99,1999,0,0,0,1,NA
"651",100,99,1999,0,1,0,1,NA
"652",100,102,1999,0,0,0,2,NA
"653",100,103,1999,1,1,2,2,NA
"654",100,104,1999,0,0,0,1,NA
"655",100,105,1999,0,0,0,2,NA
"656",100,106,1999,0,0,0,1,NA
"657",100,107,1999,0,0,0,4,NA
"658",100,109,1999,0,0,0,4,NA
"659",100,109,1999,0,1,0,1,NA
"660",100,110,1999,0,0,0,13,NA
"661",100,111,1999,0,0,0,8,NA
"662",100,111,1999,0,1,0,10,NA
"663",100,112,1999,0,0,0,16,NA
"664",100,112,1999,0,1,0,7,NA
"665",100,113,1999,0,0,0,12,NA
